polygonvalue1,polygonvalue2,polygonvalue3,polygonvalue4,polygonvalue5,polygonvalue6,polygonvalue7,polygonvalue8,polygonvalue9,polygonvalue10,FarmID,Crop,State,District,Sub-District,SDate,HDate,CropCoveredArea,CHeight,CNext,CLast,CTransp,IrriType,IrriSource,IrriCount,WaterCov,ExpYield,Season
77.92345038307263,19.016727215664332,77.92355467418241,19.017153255942958,77.92427361715244,19.01698239603951,77.92417820188172,19.016591859117568,77.92345038307263,19.016727215664332,1327768,Maize,Telangana,Nirmal,Mudhole,22-12-2023,21-04-2024,93.0,110.0,Soybean,Wheat,Broadcasting,Sprinkler,Canal,4.0,57.0,24.0,Rabi
77.92224326895018,19.017963176264175,77.92243409949157,19.01832042878931,77.92374550472397,19.017963176264175,77.92364121361402,19.01759482893999,77.92252507684276,19.017881074752097,1327769,Maize,Telangana,Nirmal,Mudhole,19-12-2023,04-04-2024,94.0,107.0,Wheat,Soybean,Drilling,Sprinkler,Canal,2.0,53.0,20.0,Rabi
77.92369179896292,19.026995070681266,77.92317714764579,19.027108835709214,77.92274375706302,19.027249687648577,77.92284126994412,19.027948529963453,77.92387057257838,19.027710165142935,1327770,Maize,Telangana,Nirmal,Mudhole,24-11-2023,28-04-2024,84.0,203.0,Soybean,Wheat,Broadcasting,Sprinkler,Canal,5.0,40.0,20.0,Rabi
77.92523655694043,19.026475993579595,77.92521951532927,19.026650670093716,77.92523229653773,19.026879311709934,77.9252578589543,19.026917655334955,77.9256341945337,19.026879311709934,1327771,Maize,Telangana,Nirmal,Mudhole,28-11-2023,24-04-2024,92.0,129.0,Soybean,Wheat,Seed Drilling,Drip,Rainfed,2.0,60.0,22.0,Rabi
77.92037116031742,19.02357561898276,77.92061039191924,19.024470137145727,77.9206901357864,19.02470936874755,77.92074907690557,19.02493126472598,77.9208496235209,19.025038745590507,1327772,Maize,Telangana,Nirmal,Mudhole,28-11-2023,18-03-2024,94.0,118.0,Wheat,Soybean,Broadcasting,Sprinkler,Rainfed,2.0,46.0,24.0,Rabi
77.91823955543282,19.024984852604632,77.91840003060429,19.0253938512721,77.91925637156419,19.02520781368372,77.91913139974912,19.02477467273394,77.91823955543282,19.024984852604632,1327773,Maize,Telangana,Nirmal,Mudhole,12-03-2023,13-03-2024,80.0,174.0,Soybean,Wheat,Seed Drilling,Sprinkler,Canal,4.0,48.0,23.0,Rabi
77.9515317265267,18.961379736442893,77.95151005699762,18.961921474671385,77.95296191545009,18.96150975361769,77.95285898518665,18.961011354447578,77.9515317265267,18.961379736442893,1327774,Maize,Telangana,Nirmal,Mudhole,12-05-2023,25-03-2024,88.0,190.0,Soybean,Wheat,Drilling,Drip,Rainfed,3.0,43.0,25.0,Rabi
77.94602441569572,18.965716242614633,77.9460590869424,18.966153100322003,77.94615616643296,18.966780649885948,77.9469778749779,18.966645432024166,77.94682185436812,18.965549820630713,1327775,Maize,Telangana,Nirmal,Mudhole,16-12-2023,31-03-2024,98.0,164.0,Soybean,Wheat,Seed Drilling,Sprinkler,Groundwater,2.0,47.0,21.0,Rabi
77.94931601717224,18.96779391706866,77.9492889302607,18.968097290476635,77.94922933905565,18.968335655297153,77.94916433046814,18.968519846294896,77.94915891308585,18.96888822829021,1327776,Maize,Telangana,Nirmal,Mudhole,24-12-2023,26-04-2024,90.0,217.0,Wheat,Soybean,Drilling,Drip,Canal,4.0,42.0,25.0,Rabi
77.95635977562983,18.965589068481904,77.95653507345264,18.966345733768264,77.95721851306615,18.966197063462857,77.95704321524317,18.965455930894905,77.95635977562983,18.965589068481904,1327777,Maize,Telangana,Nirmal,Mudhole,23-12-2023,04-09-2024,79.0,194.0,Soybean,Wheat,Drilling,Drip,Groundwater,4.0,52.0,22.0,Rabi
77.93496037402389,18.97186157468917,77.93519706306756,18.973273819316148,77.93615959851161,18.9730292406378,77.93566649633738,18.97166433381949,77.93496037402389,18.97186157468917,1327778,Maize,Telangana,Nirmal,Mudhole,27-12-2023,04-02-2024,93.0,111.0,Soybean,Wheat,Seed Drilling,Drip,Canal,2.0,54.0,24.0,Rabi
77.92475118660877,18.958547815985128,77.92520878542649,18.959502461794443,77.92595830073122,18.959238159028985,77.92547308819172,18.958251954680577,77.92475118660877,18.958547815985128,1327779,Maize,Telangana,Nirmal,Mudhole,11-01-2023,22-04-2024,81.0,206.0,Soybean,Wheat,Seed Drilling,Sprinkler,Canal,4.0,51.0,20.0,Rabi
77.91790372326648,18.944843766910196,77.91804549014154,18.94542316196481,77.91970354620236,18.945188938431954,77.9198329855231,18.944566396937205,77.91943850378374,18.94459721582291,1327780,Maize,Telangana,Nirmal,Basar,12-05-2023,24-03-2024,70.0,228.0,Wheat,Soybean,Drilling,Sprinkler,Canal,5.0,59.0,24.0,Rabi
77.9240065628776,18.945262617759,77.92414794513297,18.946085664459986,77.92484980704381,18.946030121431136,77.92482456021253,18.945227272195154,77.9240065628776,18.945262617759,1327781,Maize,Telangana,Nirmal,Mudhole,13-11-2023,27-03-2024,93.0,247.0,Wheat,Soybean,Seed Drilling,Drip,Rainfed,4.0,56.0,23.0,Rabi
77.92669203676672,18.94638988877739,77.92706679441915,18.947411596482482,77.92782419935867,18.947194631525747,77.92786759235008,18.94711967999524,77.92791887497623,18.94702500437785,1327782,Maize,Telangana,Nirmal,Mudhole,11-04-2023,03-06-2024,76.0,174.0,Wheat,Soybean,Drilling,Drip,Groundwater,5.0,42.0,22.0,Rabi
77.9338503024095,18.952536229862346,77.93416083843488,18.953346653147833,77.93428202322508,18.95372788030079,77.9343375662541,18.953871787239223,77.93518081042015,18.953369375296063,1331911,Maize,Telangana,Nirmal,Mudhole,17-11-2023,29-04-2024,86.0,187.0,Soybean,Wheat,Drilling,Drip,Groundwater,5.0,54.0,20.0,Rabi
77.9186592840042,18.95220549637213,77.9187022036175,18.952362026726348,77.91874764791379,18.952402421656416,77.91879056752708,18.95247311278422,77.91878046879458,18.952558952010577,1327783,Maize,Telangana,Nirmal,Mudhole,26-11-2023,04-06-2024,98.0,133.0,Wheat,Soybean,Seed Drilling,Sprinkler,Rainfed,3.0,40.0,25.0,Rabi
77.91435217458093,18.944159331230367,77.91448850747008,18.94541914811316,77.91492780233511,18.945358555718087,77.91497072194841,18.945305537372235,77.91503636370976,18.94529038927351,1327784,Maize,Telangana,Nirmal,Basar,12-05-2023,03-12-2024,98.0,197.0,Wheat,Soybean,Broadcasting,Drip,Groundwater,3.0,40.0,23.0,Rabi
77.98912571490274,19.031190208158137,77.98935546106776,19.031793607426607,77.99012296473995,19.031672422636234,77.99009519322544,19.031503268866516,77.99008509449288,19.03133411509657,1327785,Maize,Telangana,Nirmal,Mudhole,15-12-2023,03-09-2024,95.0,216.0,Soybean,Wheat,Seed Drilling,Sprinkler,Canal,3.0,48.0,25.0,Rabi
77.98314114091704,19.030138115497095,77.98343083844452,19.03134621582393,77.9837698461892,19.031118156068317,77.98397941461337,19.031056518296623,77.98414583659712,19.030988716747515,1327786,Maize,Telangana,Nirmal,Mudhole,25-12-2023,03-10-2024,97.0,107.0,Wheat,Soybean,Broadcasting,Drip,Rainfed,3.0,47.0,21.0,Rabi
77.98776397380044,19.023844898998618,77.9879365595616,19.024473604270668,77.98899672923613,19.024116105194423,77.98879332458927,19.02355520147114,77.98776397380044,19.023844898998618,1327787,Maize,Telangana,Nirmal,Mudhole,11-07-2023,18-04-2024,79.0,155.0,Wheat,Soybean,Broadcasting,Drip,Rainfed,5.0,41.0,22.0,Rabi
77.98688600537946,19.024907534183967,77.98708324624914,19.02565310467145,77.98747378317108,19.025530815332274,77.98741855572763,19.025250733297355,77.98811678840627,19.025045602792773,1327788,Maize,Telangana,Nirmal,Mudhole,26-11-2023,04-07-2024,100.0,245.0,Soybean,Wheat,Broadcasting,Sprinkler,Rainfed,5.0,58.0,23.0,Rabi
77.98081887622766,19.026978563315822,77.98129619913243,19.027976602116382,77.98141848847143,19.0279489883946,77.98143821255854,19.027881926498992,77.98150921927157,19.027838533507577,1327789,Maize,Telangana,Nirmal,Mudhole,12-03-2023,27-04-2024,97.0,172.0,Soybean,Wheat,Drilling,Drip,Rainfed,5.0,48.0,23.0,Rabi
77.98517518738606,19.026143987885916,77.9854957037993,19.027493855087926,77.98604427996816,19.027370579544368,77.98599496975072,19.026865149815706,77.98593333197886,19.026446012967654,1327790,Maize,Telangana,Nirmal,Mudhole,26-12-2023,04-10-2024,75.0,139.0,Wheat,Soybean,Seed Drilling,Drip,Groundwater,4.0,43.0,25.0,Rabi
78.00120569251897,19.0284342009341,78.00154100199751,19.02949535681296,78.00218795205012,19.02942829491741,78.00180924958022,19.028205401525327,78.00120569251897,19.0284342009341,1327791,Maize,Telangana,Nirmal,Mudhole,11-02-2023,03-11-2024,86.0,200.0,Soybean,Wheat,Broadcasting,Sprinkler,Rainfed,5.0,55.0,20.0,Rabi
78.01104406709925,19.033116699180482,78.011533224456,19.03446188191191,78.01216834005646,19.03416602060736,78.01243658763917,19.034039786450705,78.01259438033492,19.03399244864204,1327792,Maize,Telangana,Nirmal,Lokeshwaram,13-11-2023,16-03-2024,87.0,227.0,Wheat,Soybean,Seed Drilling,Drip,Groundwater,5.0,51.0,21.0,Rabi
78.00587193811782,19.041263693854887,78.00603856720448,19.041968080448783,78.00605119062021,19.04209936397166,78.00611683238162,19.042306387988447,78.00633647981408,19.04223822154387,1331912,Maize,Telangana,Nirmal,Bhainsa,21-11-2023,14-03-2024,74.0,194.0,Wheat,Soybean,Drilling,Drip,Groundwater,5.0,43.0,25.0,Rabi
78.00231048794052,19.04494350827838,78.0025447114732,19.046330358143393,78.00357406226198,19.046077643279034,78.00333367495193,19.044696957191093,78.00231048794052,19.04494350827838,1327793,Maize,Telangana,Nirmal,Bhainsa,17-12-2023,03-02-2024,87.0,201.0,Wheat,Soybean,Seed Drilling,Drip,Groundwater,3.0,52.0,23.0,Rabi
78.00585268740906,19.05211888456654,78.00589608040048,19.052750055349577,78.00705191189672,19.052540980027686,78.00704796707947,19.05223328427104,78.00693356737503,19.05219778091447,1327794,Maize,Telangana,Nirmal,Bhainsa,22-11-2023,04-06-2024,99.0,201.0,Soybean,Wheat,Broadcasting,Sprinkler,Rainfed,2.0,60.0,22.0,Rabi
78.00526096480002,19.047653351276722,78.00535958523483,19.0482687427903,78.00725704240114,19.047897929955298,78.00713475306213,19.04728253844172,78.00526096480002,19.047653351276722,1327795,Maize,Telangana,Nirmal,Bhainsa,22-12-2023,04-04-2024,95.0,235.0,Wheat,Soybean,Drilling,Drip,Groundwater,4.0,45.0,23.0,Rabi
77.99019965199045,19.034406654468455,77.98997085258168,19.036043753686783,77.99059018891234,19.03612659485202,77.99078742978219,19.03454472307709,77.99019965199045,19.034406654468455,1327796,Maize,Telangana,Nirmal,Bhainsa,11-08-2023,25-04-2024,86.0,204.0,Soybean,Wheat,Drilling,Drip,Groundwater,2.0,49.0,24.0,Rabi
78.00324374297753,19.05156187635066,78.00332200815461,19.05232180597335,78.00371080935707,19.052296559142064,78.00365021696177,19.0514785618073,78.00324374297753,19.05156187635066,1327797,Maize,Telangana,Nirmal,Bhainsa,12-06-2023,04-06-2024,91.0,203.0,Wheat,Soybean,Drilling,Sprinkler,Groundwater,3.0,43.0,22.0,Rabi
78.01683505903361,19.062272844538256,78.01700468618145,19.06383893704367,78.01705202399017,19.064170301704735,78.01739522310356,19.064079570904596,78.01726898894691,19.062537147303658,1327798,Maize,Telangana,Nirmal,Lokeshwaram,12-01-2023,31-03-2024,85.0,176.0,Wheat,Soybean,Seed Drilling,Sprinkler,Canal,2.0,52.0,22.0,Rabi
78.01578384409447,19.057585770303717,78.01576617131269,19.058050312000034,78.0157863687777,19.05829268158061,78.01624586110779,19.058252286650543,78.01634937311616,19.058221990452978,1327799,Maize,Telangana,Nirmal,Lokeshwaram,21-11-2023,04-02-2024,77.0,161.0,Soybean,Wheat,Seed Drilling,Sprinkler,Canal,2.0,53.0,23.0,Rabi
78.00653592978193,19.06187015757871,78.0067101329181,19.063127449778506,78.00722264359382,19.06304665991837,78.0073539271167,19.063023937770083,78.00745996380829,19.063001215621853,1327800,Maize,Telangana,Nirmal,Bhainsa,25-12-2023,17-03-2024,93.0,147.0,Soybean,Wheat,Broadcasting,Sprinkler,Rainfed,2.0,42.0,20.0,Rabi
78.00583616848661,19.078986049631567,78.00593478892148,19.07972570289286,78.00594711647574,19.080169494849656,78.00598409913891,19.08035440816502,78.00604573691055,19.08060712302938,1327801,Maize,Telangana,Nirmal,Bhainsa,28-12-2023,24-03-2024,82.0,141.0,Soybean,Wheat,Drilling,Drip,Canal,4.0,53.0,22.0,Rabi
78.00422742264323,19.080576797245726,78.00247592372028,19.08089632745458,78.00249564780734,19.080991003071972,78.00250353744207,19.081136961315508,78.00249959262464,19.08133420218519,1327802,Maize,Telangana,Nirmal,Bhainsa,19-11-2023,24-03-2024,98.0,227.0,Soybean,Wheat,Drilling,Drip,Rainfed,4.0,49.0,24.0,Rabi
78.00005254349901,19.081916141647127,78.0001055618448,19.08223677640501,78.00015353082432,19.082400880808507,78.00022422195195,19.082504392817043,78.00038327698934,19.082504392817043,1327803,Maize,Telangana,Nirmal,Bhainsa,12-05-2023,04-11-2024,93.0,224.0,Wheat,Soybean,Broadcasting,Sprinkler,Canal,2.0,56.0,25.0,Rabi
77.99497288103731,19.08390622312612,77.99533974905506,19.085527543074818,77.99574606524658,19.08547231563142,77.99629833968163,19.08538552964876,77.99712280651693,19.085243516222477,1327804,Maize,Telangana,Nirmal,Bhainsa,26-12-2023,03-05-2024,85.0,133.0,Soybean,Wheat,Drilling,Drip,Rainfed,2.0,57.0,20.0,Rabi
77.99129189303079,19.084087369140775,77.99151406514653,19.085220951867086,77.99169584233204,19.085210853134583,77.99192811318011,19.08520075440208,77.99204677328743,19.085203279085135,1327805,Maize,Telangana,Nirmal,Bhainsa,12-01-2023,03-08-2024,80.0,210.0,Wheat,Soybean,Broadcasting,Drip,Groundwater,3.0,40.0,20.0,Rabi
77.98726076303245,19.084856924118014,77.98744222463273,19.085705059857617,77.98780909265025,19.085606439422747,77.98802211278957,19.0855551567966,77.98820357438962,19.085515708622665,1327806,Maize,Telangana,Nirmal,Bhainsa,20-11-2023,24-04-2024,75.0,241.0,Soybean,Wheat,Broadcasting,Sprinkler,Groundwater,3.0,45.0,20.0,Rabi
77.98503342051157,19.073574253269555,77.98527997159869,19.074326234085163,77.98540324714219,19.074739207156142,77.9854463935826,19.074911792917135,77.9861860468439,19.07480700870508,1331913,Maize,Telangana,Nirmal,Bhainsa,11-11-2023,17-04-2024,96.0,250.0,Wheat,Soybean,Drilling,Drip,Rainfed,4.0,58.0,22.0,Rabi
77.98335070934206,19.075275455770566,77.98322127002126,19.07640959077122,77.9832520889072,19.077124588923994,77.9832890715702,19.077685492647106,77.98330756290187,19.07897372207725,1327807,Maize,Telangana,Nirmal,Bhainsa,29-12-2023,18-04-2024,72.0,122.0,Wheat,Soybean,Broadcasting,Sprinkler,Rainfed,5.0,51.0,20.0,Rabi
77.97996679567137,19.079201781832865,77.97971408080718,19.080206477512775,77.9796154603722,19.080570140366376,77.97997295944856,19.080526993926185,77.98039826007385,19.08045302859989,1327808,Maize,Telangana,Nirmal,Bhainsa,12-05-2023,04-12-2024,70.0,213.0,Soybean,Wheat,Broadcasting,Drip,Groundwater,5.0,50.0,23.0,Rabi
77.9810824393407,19.066085263998332,77.98119338732982,19.066411944188815,77.98132282665057,19.066652331498858,77.98138446442243,19.06683724481411,77.98140295575394,19.066972847912098,1327809,Maize,Telangana,Nirmal,Bhainsa,11-02-2023,14-04-2024,87.0,193.0,Soybean,Wheat,Drilling,Sprinkler,Rainfed,3.0,42.0,20.0,Rabi
77.97179707884902,19.063905998939447,77.97195487154471,19.064710741687804,77.97201404380576,19.06503027189666,77.97243613926673,19.065018437444508,77.97284640027573,19.06495532036621,1327810,Maize,Telangana,Nirmal,Bhainsa,16-11-2023,19-03-2024,74.0,112.0,Soybean,Wheat,Broadcasting,Sprinkler,Canal,2.0,42.0,24.0,Rabi
77.97207652971326,19.06568242910828,77.97217499235535,19.066265630911744,77.97341713645636,19.0661570695371,77.97416949202977,19.06606113157801,77.97421493632606,19.066023261331168,18792,Maize,Telangana,Nirmal,Bhainsa,24-11-2023,03-08-2024,82.0,172.0,Soybean,Wheat,Seed Drilling,Sprinkler,Rainfed,2.0,40.0,21.0,Rabi
78.05469426052616,19.12945340034048,78.05492400669118,19.130417829296903,78.05572685592716,19.130281496407747,78.05550215912837,19.129385233895903,78.05545671483208,19.129312018085102,1327812,Maize,Telangana,Nirmal,Bhainsa,12-03-2023,04-11-2024,79.0,123.0,Soybean,Wheat,Drilling,Drip,Rainfed,3.0,42.0,24.0,Rabi
78.0534066721288,19.13361660282527,78.0534773632566,19.134028126175792,78.05356572716624,19.134252822974588,78.05368186259034,19.13449771723839,78.05371720815418,19.13457093304919,1327813,Maize,Telangana,Nirmal,Bhainsa,17-11-2023,14-04-2024,74.0,101.0,Wheat,Soybean,Broadcasting,Drip,Groundwater,3.0,56.0,22.0,Rabi
78.03493536054384,19.139286281762452,78.03536682494615,19.14030330499679,78.03615578842488,19.140019771246557,78.0356626862507,19.13892261890902,78.03558872092458,19.138990420457958,1327814,Maize,Telangana,Nirmal,Bhainsa,12-12-2023,04-08-2024,95.0,215.0,Soybean,Wheat,Broadcasting,Sprinkler,Rainfed,2.0,53.0,20.0,Rabi
78.03023856233426,19.140432744317593,78.03034951032339,19.14193054217185,78.0315699382046,19.141770283965172,78.0316993775254,19.141603861981423,78.03148980910146,19.140346451436983,1327815,Maize,Telangana,Nirmal,Bhainsa,30-11-2023,27-04-2024,83.0,247.0,Wheat,Soybean,Broadcasting,Drip,Groundwater,4.0,53.0,20.0,Rabi
78.02524935453539,19.124107857186573,78.02534403015295,19.124845538039153,78.02659059244934,19.124865262126093,78.02657875799719,19.124218312073594,78.02524935453539,19.124107857186573,1327816,Maize,Telangana,Nirmal,Bhainsa,19-12-2023,21-03-2024,86.0,167.0,Wheat,Soybean,Drilling,Drip,Rainfed,5.0,41.0,23.0,Rabi
78.0266096853656,19.123775387976536,78.02658443853426,19.124126318931985,78.02728377576187,19.124154090446325,78.02725600424736,19.12380063480788,78.0266096853656,19.123775387976536,1327817,Maize,Telangana,Nirmal,Bhainsa,11-09-2023,03-08-2024,70.0,108.0,Wheat,Soybean,Drilling,Sprinkler,Canal,4.0,47.0,25.0,Rabi
78.00678539017275,19.119950512755736,78.00649569264527,19.120042969413362,78.00658198552588,19.12032033938624,78.00671142484663,19.120782622674653,78.00700728615118,19.12158391370764,1327818,Maize,Telangana,Nirmal,Bhainsa,27-11-2023,29-04-2024,100.0,192.0,Soybean,Wheat,Drilling,Sprinkler,Canal,2.0,52.0,20.0,Rabi
78.00252622014295,19.118138362265256,78.00308096008882,19.119938185201306,78.00386375979053,19.119710125445692,78.0038329409046,19.11937111770095,78.00369733780678,19.119081420173472,1327819,Maize,Telangana,Nirmal,Bhainsa,19-12-2023,15-03-2024,94.0,244.0,Soybean,Wheat,Seed Drilling,Drip,Canal,5.0,40.0,24.0,Rabi
77.99653897354347,19.109768445960015,77.99664942843049,19.11063236096919,77.9977815910226,19.110391727108265,77.99763168796164,19.10962248771648,77.99653897354347,19.109768445960015,1327820,Maize,Telangana,Nirmal,Bhainsa,14-12-2023,03-08-2024,71.0,235.0,Wheat,Soybean,Seed Drilling,Sprinkler,Canal,2.0,54.0,22.0,Rabi
77.99569059125281,19.110427477015833,77.99614054698668,19.112720402126058,77.99650420984028,19.112590962805314,77.99672610581865,19.112486178593258,77.99688020024814,19.11251699747919,1327821,Maize,Telangana,Nirmal,Bhainsa,16-12-2023,03-10-2024,76.0,156.0,Soybean,Wheat,Drilling,Drip,Rainfed,3.0,53.0,21.0,Rabi
77.9915211658186,19.105302912670368,77.99160006216653,19.10587885600978,77.99304781015007,19.105736842583497,77.99300836197608,19.10506227880927,77.9915211658186,19.105302912670368,1331914,Maize,Telangana,Nirmal,Bhainsa,11-01-2023,25-04-2024,79.0,219.0,Wheat,Soybean,Seed Drilling,Drip,Groundwater,3.0,40.0,20.0,Rabi
77.98866117320819,19.102802845198767,77.98865107447568,19.103648614047984,77.98922165286359,19.10374960137335,77.98923680096237,19.102608444597706,77.98866117320819,19.102802845198767,1327822,Maize,Telangana,Nirmal,Bhainsa,17-11-2023,23-03-2024,89.0,145.0,Soybean,Wheat,Seed Drilling,Sprinkler,Canal,3.0,52.0,21.0,Rabi
77.98644813065027,19.095113449341966,77.98689389501578,19.09607203996876,77.98707141179858,19.09615093631669,77.98715425296382,19.096119377777484,77.98712269442473,19.096008922890462,884522,Maize,Telangana,Nirmal,Bhainsa,11-06-2023,03-10-2024,76.0,160.0,Soybean,Wheat,Seed Drilling,Sprinkler,Canal,5.0,47.0,20.0,Rabi
77.98344217979621,19.09442310629828,77.98384455117048,19.095677558229397,77.98481497624925,19.095322524664027,77.98436132224901,19.09422192061112,77.98410885393571,19.094261368785112,1331915,Maize,Telangana,Nirmal,Bhainsa,23-12-2023,16-04-2024,93.0,240.0,Wheat,Soybean,Seed Drilling,Drip,Canal,2.0,59.0,22.0,Rabi
78.0169967965482,19.09845470967474,78.01733605084411,19.098853136231412,78.01795144235751,19.09871901244003,78.01843271007954,19.098588833466124,78.01844848934917,19.098494157848563,1327824,Maize,Telangana,Nirmal,Bhainsa,20-11-2023,03-01-2024,85.0,122.0,Soybean,Wheat,Drilling,Drip,Groundwater,5.0,57.0,25.0,Rabi
78.01589028473677,19.09886837900592,78.01605348025447,19.099580945573052,78.01676604682166,19.09940805527225,78.0173994393258,19.09921092801318,78.01730572308799,19.099039653509635,1327825,Maize,Telangana,Nirmal,Bhainsa,18-12-2023,16-04-2024,74.0,165.0,Wheat,Soybean,Drilling,Sprinkler,Canal,5.0,42.0,24.0,Rabi
78.0183373126552,19.09964434945539,78.01862582940396,19.10008281218478,78.01954440893127,19.09997371092237,78.01936565939309,19.099412807199258,78.0183373126552,19.09964434945539,1327826,Maize,Telangana,Nirmal,Bhainsa,12-09-2023,04-09-2024,98.0,105.0,Soybean,Wheat,Drilling,Sprinkler,Rainfed,3.0,54.0,22.0,Rabi
78.01966795698627,19.100142929687593,78.01985945107975,19.101364844378963,78.02038605983671,19.101408158519178,78.02022420173392,19.100092776472536,78.01966795698627,19.100142929687593,1327827,Maize,Telangana,Nirmal,Bhainsa,19-12-2023,20-04-2024,97.0,129.0,Soybean,Wheat,Broadcasting,Drip,Rainfed,3.0,45.0,21.0,Rabi
78.01014385133544,19.100170275854737,78.01016460159474,19.100302558758642,78.01019832076639,19.100325902800535,78.01019313320148,19.100401122490894,78.01028650936894,19.10080315876752,1331916,Maize,Telangana,Nirmal,Bhainsa,15-12-2023,17-04-2024,81.0,230.0,Wheat,Soybean,Drilling,Drip,Canal,4.0,42.0,20.0,Rabi
78.01325639025112,19.10159944997349,78.01328751564034,19.102323115271304,78.01347945554005,19.102323115271304,78.0135079871468,19.102273833405263,78.01356764414277,19.102273833405263,1331917,Maize,Telangana,Nirmal,Bhainsa,11-08-2023,13-03-2024,86.0,166.0,Wheat,Soybean,Seed Drilling,Drip,Rainfed,4.0,50.0,21.0,Rabi
78.01438209182555,19.10234386553077,78.01452993742407,19.102966373313905,78.01495531774259,19.102870403364022,78.014848972663,19.102273833405263,78.01438209182555,19.10234386553077,1327828,Maize,Telangana,Nirmal,Bhainsa,18-11-2023,04-05-2024,85.0,199.0,Soybean,Wheat,Broadcasting,Sprinkler,Canal,2.0,55.0,24.0,Rabi
78.00166296643073,19.0950996156144,78.00163999941645,19.095330494547284,78.00163879062626,19.09553115372455,78.00167505433296,19.09555412073877,78.00169057519929,19.095614656953217,1327829,Maize,Telangana,Nirmal,Bhainsa,25-11-2023,26-04-2024,89.0,250.0,Wheat,Soybean,Drilling,Sprinkler,Rainfed,3.0,59.0,22.0,Rabi
78.00663458631396,19.103321135171086,78.00674539208455,19.104076629061467,78.00758818749097,19.10413371082194,78.0075848297405,19.103979254293336,78.00761840724658,19.103898668278305,1327830,Maize,Telangana,Nirmal,Bhainsa,24-11-2023,27-03-2024,95.0,131.0,Wheat,Soybean,Seed Drilling,Drip,Groundwater,4.0,45.0,21.0,Rabi
78.01434545915589,19.105033722299197,78.01443786445299,19.10589760437955,78.01515346826596,19.105882561656756,78.01503312648356,19.104870401308688,78.01447654574014,19.104872550269192,1327831,Maize,Telangana,Nirmal,Bhainsa,13-12-2023,16-03-2024,85.0,223.0,Wheat,Soybean,Broadcasting,Sprinkler,Rainfed,3.0,52.0,21.0,Rabi
78.01104520161732,19.10809312838535,78.01123932157532,19.10901650980685,78.011774463081,19.10889584064381,78.01170625877143,19.10800393813446,78.01104520161732,19.10809312838535,1327832,Maize,Telangana,Nirmal,Bhainsa,11-08-2023,27-03-2024,88.0,187.0,Wheat,Soybean,Seed Drilling,Drip,Groundwater,3.0,56.0,24.0,Rabi
78.00392152381022,19.111789382243728,78.00402561407941,19.11196062752532,78.00410284234374,19.11194719652292,78.0042035748624,19.11215537706164,78.00437817789492,19.112464290118908,1327833,Maize,Telangana,Nirmal,Bhainsa,11-05-2023,04-01-2024,95.0,190.0,Wheat,Soybean,Broadcasting,Sprinkler,Groundwater,4.0,43.0,20.0,Rabi
77.99656857049433,18.905676653152398,77.99664696036331,18.906004046134626,77.99675762841366,18.906022490809562,77.99672535023228,18.906170048210186,77.99684062945153,18.906511274698687,1327834,Maize,Telangana,Nirmal,Basar,17-12-2023,03-02-2024,84.0,112.0,Soybean,Wheat,Broadcasting,Sprinkler,Canal,4.0,60.0,21.0,Rabi
77.99289808015828,18.90425180200441,77.99295802535215,18.90475441939958,77.99288885782073,18.90504953420043,77.99291652483339,18.90526164796364,77.99382953624848,18.90521553627599,1327835,Maize,Telangana,Nirmal,Basar,12-05-2023,29-03-2024,81.0,230.0,Soybean,Wheat,Seed Drilling,Sprinkler,Groundwater,5.0,52.0,24.0,Rabi
77.9964440689377,18.90348173682071,77.9964901806253,18.904007410059876,77.99852831721904,18.903629294221105,77.99847759436273,18.903292678901323,77.99838537098748,18.903246567213728,1327836,Maize,Telangana,Nirmal,Basar,19-12-2023,03-04-2024,90.0,245.0,Soybean,Wheat,Seed Drilling,Drip,Groundwater,2.0,46.0,20.0,Rabi
77.9897818523076,18.902082339324124,77.98997662807608,18.903079827351235,77.99041930027755,18.902997195206922,77.99025993828496,18.901993804883944,77.9897818523076,18.902082339324124,1331918,Maize,Telangana,Nirmal,Basar,15-12-2023,25-03-2024,79.0,130.0,Soybean,Wheat,Seed Drilling,Sprinkler,Canal,5.0,54.0,25.0,Rabi
77.99031305894908,18.90145079365027,77.99043700716561,18.901769517635216,77.99046356749767,18.902111850804317,77.99221654941499,18.901831491743565,77.99217523334283,18.901539328090678,1331919,Maize,Telangana,Nirmal,Basar,21-11-2023,23-03-2024,98.0,117.0,Soybean,Wheat,Broadcasting,Drip,Rainfed,2.0,51.0,20.0,Rabi
77.99080426114006,18.89853801056546,77.99086721896424,18.89884230671572,77.99086721896424,18.899041673159047,77.99104559946608,18.89982339947602,77.99272972126329,18.899419420104095,1327837,Maize,Telangana,Nirmal,Basar,12-12-2023,03-12-2024,95.0,238.0,Soybean,Wheat,Drilling,Drip,Rainfed,2.0,43.0,25.0,Rabi
77.99174632004929,18.892078327944148,77.9918537680694,18.892860683839388,77.99230706440358,18.8928170330812,77.99221976288732,18.892027961684732,77.99174632004929,18.892078327944148,1327838,Maize,Telangana,Nirmal,Basar,28-12-2023,13-04-2024,98.0,164.0,Soybean,Wheat,Seed Drilling,Sprinkler,Groundwater,2.0,48.0,22.0,Rabi
