FarmID,category,Crop,State,District,Sub-District,SDate,HDate,CropCoveredArea,CHeight,CNext,CLast,CTransp,IrriType,IrriSource,IrriCount,WaterCov,ExpYield,Season,geometry,tif_path
1331977,Healthy,Cotton,Telangana,Nalgonda,Anumula_Haliya,2023-10-20 0:00:00,2024-01-02 0:00:00,82,69,Maize,Sorghum,Seed Drilling,Drip,Groundwater,3,60,13,Rabi,"POLYGON ((79.23111498718015 16.834531848731597, 79.23276012901447 16.834226701455883, 79.2320702308259 16.828641179582917, 79.23163241082158 16.828389101398617, 79.23086290899583 16.82848197230862, 79.23096904717873 16.833032646898715, 79.23111498718015 16.834531848731597))",downloads/20231229T051221_20231229T052219_T44QLD_RGB_2023-10-20_2024-01-02.tif
1328797,Healthy,Cotton,Telangana,Nalgonda,Anumula_Haliya,2023-12-17 0:00:00,2024-03-15 0:00:00,66,75,Maize,Sorghum,Broadcasting,Sprinkler,Groundwater,5,41,11,Rabi,"POLYGON ((79.23459051743481 16.830069202457903, 79.24170177568644 16.827455549704993, 79.24134355931929 16.826513573332107, 79.23409962833911 16.829167027903587, 79.23459051743481 16.830069202457903))",downloads/20240313T050649_20240313T052012_T44QLD_RGB_2023-12-17_2024-03-15.tif
1328798,Healthy,Cotton,Telangana,Nalgonda,Anumula_Haliya,2023-10-11 0:00:00,2024-02-18 0:00:00,83,64,Sorghum,Maize,Broadcasting,Sprinkler,Groundwater,4,50,13,Rabi,"POLYGON ((79.24312351263198 16.83181421313223, 79.24409202355059 16.831535600402223, 79.24345519445347 16.82978432038504, 79.24246014898907 16.826507303989253, 79.24053639442478 16.820417625747705, 79.23948827986906 16.8202318839277, 79.24078847260903 16.824079393056348, 79.24206213080333 16.829001551286453, 79.24312351263198 16.83181421313223))",downloads/20240217T050901_20240217T051716_T44QLD_RGB_2023-10-11_2024-02-18.tif
1328799,Healthy,Cotton,Telangana,Nalgonda,Anumula_Haliya,2023-08-11 0:00:00,2024-03-23 0:00:00,82,86,Maize,Sorghum,Seed Drilling,Drip,Groundwater,2,49,13,Rabi,"POLYGON ((79.2474380519442 16.822570674427414, 79.24914953014283 16.822305328970252, 79.24881784832134 16.817874059835884, 79.2471461719413 16.818059801655888, 79.2474380519442 16.822570674427414))",downloads/20240318T050651_20240318T052150_T44QLD_RGB_2023-08-11_2024-03-23.tif
1328800,Healthy,Cotton,Telangana,Nalgonda,Anumula_Haliya,2023-12-18 0:00:00,2024-05-03 0:00:00,71,81,Sorghum,Maize,Seed Drilling,Sprinkler,Canal,3,57,14,Rabi,"POLYGON ((79.26317137350249 16.821861973328094, 79.26719799081471 16.82042910785949, 79.26658769626331 16.819122281483043, 79.2624350398589 16.820515345133078, 79.26317137350249 16.821861973328094))",downloads/20240502T050649_20240502T052407_T44QLD_RGB_2023-12-18_2024-05-03.tif
1328801,Healthy,Cotton,Telangana,Nalgonda,Anumula_Haliya,2023-11-26 0:00:00,2024-01-02 0:00:00,84,60,Sorghum,Maize,Seed Drilling,Sprinkler,Canal,4,58,14,Rabi,"POLYGON ((79.26634978354727 16.823442621366496, 79.26741779901228 16.822872128633637, 79.26657532718586 16.82135302589146, 79.26548077717513 16.82180411316861, 79.26634978354727 16.823442621366496))",downloads/20231229T051221_20231229T052219_T44QLD_RGB_2023-11-26_2024-01-02.tif
1331978,Healthy,Cotton,Telangana,Nalgonda,Anumula_Haliya,2023-11-25 0:00:00,2024-05-02 0:00:00,86,112,Maize,Sorghum,Seed Drilling,Sprinkler,Canal,4,53,14,Rabi,"POLYGON ((79.28581181996306 16.83751312880391, 79.287403892706 16.837287585165335, 79.28544033632312 16.831343846925204, 79.28386153085304 16.83166226147378, 79.28476370540734 16.83422284513526, 79.28581181996306 16.83751312880391))",downloads/20240427T050651_20240427T051439_T44QLD_RGB_2023-11-25_2024-05-02.tif
1328802,Healthy,Cotton,Telangana,Nalgonda,Anumula_Haliya,2023-06-10 0:00:00,2024-05-02 0:00:00,68,70,Maize,Sorghum,Drilling,Sprinkler,Canal,2,56,13,Rabi,"POLYGON ((79.31440181753997 16.843798027589052, 79.3156356739157 16.843492880313338, 79.31442835208563 16.83818597117036, 79.3131148920728 16.83859725662894, 79.31440181753997 16.843798027589052))",downloads/20240427T050651_20240427T051439_T44QLD_RGB_2023-06-10_2024-05-02.tif
1328803,Healthy,Cotton,Telangana,Nalgonda,Anumula_Haliya,2023-10-29 0:00:00,2024-03-22 0:00:00,65,100,Maize,Sorghum,Drilling,Drip,Groundwater,3,53,13,Rabi,"POLYGON ((79.31718555973161 16.841437341106204, 79.31851228701751 16.84117199564906, 79.31731823246017 16.83693310197111, 79.31597160426519 16.837138744700407, 79.31718555973161 16.841437341106204))",downloads/20240318T050651_20240318T052150_T44QLD_RGB_2023-10-29_2024-03-22.tif
1328804,Healthy,Cotton,Telangana,Nalgonda,Anumula_Haliya,2023-07-10 0:00:00,2024-02-18 0:00:00,82,76,Sorghum,Maize,Seed Drilling,Sprinkler,Groundwater,2,42,11,Rabi,"POLYGON ((79.3258041534353 16.840612846977855, 79.32734979072315 16.840201561519276, 79.32702474253816 16.838781963323534, 79.325412768886 16.839160080599957, 79.3258041534353 16.840612846977855))",downloads/20240217T050901_20240217T051716_T44QLD_RGB_2023-07-10_2024-02-18.tif
1328805,Healthy,Cotton,Telangana,Nalgonda,Anumula_Haliya,2023-06-10 0:00:00,2024-02-25 0:00:00,61,109,Sorghum,Maize,Seed Drilling,Drip,Groundwater,3,42,12,Rabi,"POLYGON ((79.32891359127133 16.841490342498982, 79.3310031867464 16.841155343859327, 79.33086056356316 16.840359307487894, 79.32871789899671 16.840644553854315, 79.32891359127133 16.841490342498982))",downloads/20240222T050829_20240222T051835_T44QLD_RGB_2023-06-10_2024-02-25.tif
1328806,Healthy,Cotton,Telangana,Nalgonda,Anumula_Haliya,2023-11-11 0:00:00,2024-02-22 0:00:00,90,67,Maize,Sorghum,Broadcasting,Sprinkler,Groundwater,4,45,14,Rabi,"POLYGON ((79.33272428561294 16.841626604552154, 79.33560991745941 16.841417645004658, 79.33565635291443 16.8408471522718, 79.33267121652149 16.84106274545571, 79.33272428561294 16.841626604552154))",downloads/20240217T050901_20240217T051716_T44QLD_RGB_2023-11-11_2024-02-22.tif
1328807,Healthy,Cotton,Telangana,Nalgonda,Anumula_Haliya,2023-10-13 0:00:00,2024-03-26 0:00:00,68,75,Sorghum,Maize,Seed Drilling,Drip,Canal,2,60,15,Rabi,"POLYGON ((79.33464200679637 16.84067098336476, 79.33703011591071 16.84025306426975, 79.33687754227286 16.83951009698973, 79.33492725316285 16.83983514517474, 79.33442973043071 16.840014253358312, 79.33464200679637 16.84067098336476))",downloads/20240323T050649_20240323T051727_T44QLD_RGB_2023-10-13_2024-03-26.tif
1328808,Healthy,Cotton,Telangana,Nalgonda,Nidamanoor,2023-10-18 0:00:00,2024-03-20 0:00:00,87,103,Sorghum,Maize,Seed Drilling,Drip,Canal,5,47,11,Rabi,"POLYGON ((79.33997140641428 16.84167555343658, 79.34102615460642 16.841174713886215, 79.3406148691479 16.840249321604407, 79.33943076504538 16.840829764791913, 79.33997140641428 16.84167555343658))",downloads/20240318T050651_20240318T052150_T44QLD_RGB_2023-10-18_2024-03-20.tif
1328809,Healthy,Cotton,Telangana,Nalgonda,Nidamanoor,2023-10-12 0:00:00,2024-12-03 0:00:00,88,119,Sorghum,Maize,Seed Drilling,Drip,Groundwater,2,52,11,Rabi,"POLYGON ((79.3405139521017 16.842061898767792, 79.34140285938314 16.841451604216363, 79.34110766256205 16.840702003299914, 79.34077266392238 16.84091759648384, 79.34011925073422 16.841302347396713, 79.3405139521017 16.842061898767792))",downloads/20241128T051059_20241128T051941_T44QLD_RGB_2023-10-12_2024-12-03.tif
1328810,Pests,Cotton,Telangana,Nalgonda,Nidamanoor,2023-10-16 0:00:00,2024-11-02 0:00:00,76,95,Maize,Sorghum,Seed Drilling,Drip,Groundwater,5,41,10,Rabi,"POLYGON ((79.34083796938675 16.842534463199865, 79.34208840985352 16.842030306831283, 79.34172687666819 16.841151350004477, 79.34043995120102 16.841612387736273, 79.34083796938675 16.842534463199865))",downloads/20241029T050839_20241029T052100_T44QLD_RGB_2023-10-16_2024-11-02.tif
1328811,Healthy,Cotton,Telangana,Nalgonda,Nidamanoor,2023-10-30 0:00:00,2024-11-02 0:00:00,60,76,Maize,Sorghum,Drilling,Sprinkler,Groundwater,4,46,14,Rabi,"POLYGON ((79.3425063534207 16.842354246701262, 79.34361085388605 16.842311128064477, 79.34372030888713 16.841359201236962, 79.34293422297034 16.841246429417666, 79.34238363114676 16.841173459416957, 79.34243338341996 16.84163781396697, 79.3425063534207 16.842354246701262))",downloads/20241029T050839_20241029T052100_T44QLD_RGB_2023-10-30_2024-11-02.tif
1328812,Healthy,Cotton,Telangana,Nalgonda,Nidamanoor,2023-06-11 0:00:00,2024-02-21 0:00:00,78,65,Sorghum,Maize,Drilling,Drip,Groundwater,3,41,11,Rabi,"POLYGON ((79.35100210974115 16.832025487914155, 79.35207675884259 16.832065289732743, 79.35177161156682 16.82992925880269, 79.350829635194 16.83006193153126, 79.35100210974115 16.832025487914155))",downloads/20240217T050901_20240217T051716_T44QLD_RGB_2023-06-11_2024-02-21.tif
1328813,Healthy,Cotton,Telangana,Nalgonda,Nidamanoor,2023-11-26 0:00:00,2024-09-02 0:00:00,87,85,Maize,Sorghum,Broadcasting,Sprinkler,Canal,4,44,10,Rabi,"POLYGON ((79.35537760342328 16.831363419490977, 79.35653185616182 16.831111341306695, 79.35629304525044 16.830394908572384, 79.35521176251257 16.830806194030963, 79.35537760342328 16.831363419490977))",downloads/20240830T050659_20240830T052011_T44QLD_RGB_2023-11-26_2024-09-02.tif
1328814,Healthy,Cotton,Telangana,Nalgonda,Nidamanoor,2023-11-19 0:00:00,2024-02-22 0:00:00,65,77,Sorghum,Maize,Drilling,Sprinkler,Canal,2,54,15,Rabi,"POLYGON ((79.40625412827809 16.798092557305957, 79.40712976828667 16.79787696412201, 79.40708996646808 16.79726003593415, 79.4067815023742 16.796192020469125, 79.40591581282024 16.796357861379853, 79.40598878282091 16.796822215929847, 79.40612808918597 16.797266669570583, 79.40622427691419 16.797691222302024, 79.40625412827809 16.798092557305957))",downloads/20240217T050901_20240217T051716_T44QLD_RGB_2023-11-19_2024-02-22.tif
1328815,Stressed,Cotton,Telangana,Nalgonda,Tirumalagiri_Sagar,2023-06-10 0:00:00,2024-03-02 0:00:00,64,94,Maize,Sorghum,Seed Drilling,Sprinkler,Canal,4,58,15,Rabi,"POLYGON ((79.32358745420147 16.69295434354336, 79.32547140694724 16.692755334450492, 79.32512645785296 16.689929405331853, 79.3247019051215 16.687209614396096, 79.32253933964576 16.687488227126103, 79.32296389237722 16.689730396239003, 79.32321597056146 16.69145514171046, 79.32358745420147 16.69295434354336))",downloads/20240227T050751_20240227T052054_T44QLD_RGB_2023-06-10_2024-03-02.tif
1328816,Healthy,Cotton,Telangana,Nalgonda,Tirumalagiri_Sagar,2023-12-12 0:00:00,2024-02-03 0:00:00,90,95,Maize,Sorghum,Drilling,Sprinkler,Groundwater,5,51,14,Rabi,"POLYGON ((79.31688483082588 16.690089201167577, 79.32117015995885 16.689757519346138, 79.32107728904882 16.687780695690382, 79.31882185266304 16.688218515694686, 79.3170307708273 16.688377722968966, 79.31695116719013 16.688828810246132, 79.31688483082588 16.690089201167577))",downloads/20240202T051029_20240202T052012_T44QLD_RGB_2023-12-12_2024-02-03.tif
1328817,Healthy,Cotton,Telangana,Nalgonda,Tirumalagiri_Sagar,2023-12-10 0:00:00,2024-03-28 0:00:00,61,101,Sorghum,Maize,Seed Drilling,Drip,Groundwater,2,56,13,Rabi,"POLYGON ((79.3141671221415 16.68827357060987, 79.32172946767017 16.688114363335572, 79.32172946767017 16.685062890578358, 79.31786869126866 16.685089425124083, 79.31331801667858 16.685208830579793, 79.3141671221415 16.68827357060987))",downloads/20240323T050649_20240323T051727_T44QLD_RGB_2023-12-10_2024-03-28.tif
1328818,Healthy,Cotton,Telangana,Nalgonda,Tirumalagiri_Sagar,2023-03-11 0:00:00,2024-03-03 0:00:00,68,75,Maize,Sorghum,Broadcasting,Sprinkler,Canal,6,57,10,Rabi,"POLYGON ((79.30784305810351 16.690309091336232, 79.31357451997793 16.68942018405478, 79.31261927633219 16.686992273121874, 79.30764404901065 16.688040387677606, 79.30784305810351 16.690309091336232))",downloads/20240227T050751_20240227T052054_T44QLD_RGB_2023-03-11_2024-03-03.tif
1328819,Healthy,Cotton,Telangana,Nalgonda,Peddavoora,2023-12-27 0:00:00,2024-03-15 0:00:00,89,96,Sorghum,Maize,Drilling,Sprinkler,Groundwater,5,56,13,Rabi,"POLYGON ((79.29588632966727 16.691005775564285, 79.29944859242944 16.689718850097115, 79.29883829787798 16.68828598462851, 79.29544850966295 16.689639246459976, 79.29588632966727 16.691005775564285))",downloads/20240313T050649_20240313T052012_T44QLD_RGB_2023-12-27_2024-03-15.tif
1328820,Pests,Cotton,Telangana,Nalgonda,Peddavoora,2023-12-17 0:00:00,2024-03-26 0:00:00,88,78,Maize,Sorghum,Seed Drilling,Drip,Groundwater,3,57,15,Rabi,"POLYGON ((79.29303025457601 16.690221488619233, 79.29831726280968 16.689405551338506, 79.29741508825538 16.687773676777034, 79.29279807730099 16.688728920422783, 79.29303025457601 16.690221488619233))",downloads/20240323T050649_20240323T051727_T44QLD_RGB_2023-12-17_2024-03-26.tif
1328821,Healthy,Cotton,Telangana,Nalgonda,Peddavoora,2023-12-16 0:00:00,2024-02-27 0:00:00,85,75,Maize,Sorghum,Seed Drilling,Drip,Groundwater,4,46,15,Rabi,"POLYGON ((79.28298746743178 16.690168363914204, 79.29104070205629 16.68945193117991, 79.29105396932916 16.688019065711305, 79.2851500329076 16.688629360262752, 79.28430092744468 16.689186585722766, 79.28266905288322 16.689465198452773, 79.28298746743178 16.690168363914204))",downloads/20240222T050829_20240222T051835_T44QLD_RGB_2023-12-16_2024-02-27.tif
1328822,Stressed,Cotton,Telangana,Nalgonda,Peddavoora,2023-10-14 0:00:00,2024-03-02 0:00:00,73,75,Maize,Sorghum,Seed Drilling,Sprinkler,Canal,3,59,12,Rabi,"POLYGON ((79.2768633365786 16.681289751907975, 79.27815026204577 16.680865199176534, 79.27763283840427 16.679339462797927, 79.27638571475569 16.67968441189223, 79.2768633365786 16.681289751907975))",downloads/20240227T050751_20240227T052054_T44QLD_RGB_2023-10-14_2024-03-02.tif
1328823,Healthy,Cotton,Telangana,Nalgonda,Peddavoora,2023-05-12 0:00:00,2024-04-02 0:00:00,63,78,Sorghum,Maize,Broadcasting,Sprinkler,Groundwater,2,55,12,Rabi,"POLYGON ((79.25731291982405 16.689051429686454, 79.26031132348984 16.68874628241074, 79.25966122711986 16.68424867691206, 79.25834776710697 16.684726298734933, 79.25684856527407 16.684805902372073, 79.25731291982405 16.689051429686454))",downloads/20240328T050651_20240328T051856_T44QLD_RGB_2023-05-12_2024-04-02.tif
1328824,Stressed,Cotton,Telangana,Nalgonda,Peddavoora,2023-09-10 0:00:00,2024-02-16 0:00:00,63,72,Maize,Sorghum,Broadcasting,Drip,Canal,5,44,12,Rabi,"POLYGON ((79.2564148659188 16.69917898447431, 79.25727060501815 16.698979975381445, 79.25676644864959 16.697268497182833, 79.25583110591313 16.69754047627641, 79.2564148659188 16.69917898447431))",downloads/20240212T050939_20240212T051719_T44QLD_RGB_2023-09-10_2024-02-16.tif
1328825,Pests,Cotton,Telangana,Nalgonda,Peddavoora,2023-12-24 0:00:00,2024-02-02 0:00:00,80,63,Sorghum,Maize,Drilling,Drip,Canal,6,50,12,Rabi,"POLYGON ((79.25662282265104 16.70132883157927, 79.25857311176105 16.700811407937845, 79.25867261630752 16.7002475488414, 79.25879865539964 16.699723491563525, 79.25781024357181 16.6999490352021, 79.25662945628747 16.700108242476396, 79.25584668718886 16.700088341567103, 79.25662282265104 16.70132883157927))",downloads/20240128T051051_20240128T052303_T44QLD_RGB_2023-12-24_2024-02-02.tif
1328826,Healthy,Cotton,Telangana,Nalgonda,Peddavoora,2023-10-13 0:00:00,2024-03-19 0:00:00,74,77,Maize,Sorghum,Drilling,Drip,Canal,5,59,11,Rabi,"POLYGON ((79.25517331196635 16.70651604405142, 79.25646687106995 16.70615119404784, 79.2560390015203 16.704595606305293, 79.25477861059879 16.70504005994603, 79.25517331196635 16.70651604405142))",downloads/20240318T050651_20240318T052150_T44QLD_RGB_2023-10-13_2024-03-19.tif
1328827,Healthy,Cotton,Telangana,Nalgonda,Peddavoora,2023-11-23 0:00:00,2024-02-16 0:00:00,67,68,Maize,Sorghum,Seed Drilling,Sprinkler,Groundwater,5,41,12,Rabi,"POLYGON ((79.25778542668414 16.71458600414514, 79.26081699853209 16.714194619595837, 79.26093640398778 16.7117600750265, 79.26039244580063 16.711700372298655, 79.258495225782 16.711819777754364, 79.25757978395484 16.71213155866651, 79.25778542668414 16.71458600414514))",downloads/20240212T050939_20240212T051719_T44QLD_RGB_2023-11-23_2024-02-16.tif
1328828,Healthy,Cotton,Telangana,Nalgonda,Peddavoora,2023-10-17 0:00:00,2024-01-03 0:00:00,85,119,Sorghum,Maize,Seed Drilling,Drip,Canal,6,52,11,Rabi,"POLYGON ((79.26307857064297 16.720882249750897, 79.26380827065013 16.720583736111596, 79.26417643747196 16.720859032023387, 79.26396084428798 16.72014591610731, 79.26375851837693 16.719187355643346, 79.2628198588223 16.719296810644426, 79.26307857064297 16.720882249750897))",downloads/20231229T051221_20231229T052219_T44QLD_RGB_2023-10-17_2024-01-03.tif
1328829,Healthy,Cotton,Telangana,Nalgonda,Peddavoora,2023-10-15 0:00:00,2024-03-22 0:00:00,63,120,Sorghum,Maize,Broadcasting,Drip,Groundwater,6,57,11,Rabi,"POLYGON ((79.26199829202092 16.721307999087855, 79.26320893066917 16.720866862265353, 79.26304640657663 16.72016037998569, 79.2629402683938 16.72008077634855, 79.2628540311202 16.720266518168554, 79.26247923066201 16.72039587407891, 79.26180591656448 16.720714288627487, 79.26199829202092 16.721307999087855))",downloads/20240318T050651_20240318T052150_T44QLD_RGB_2023-10-15_2024-03-22.tif
1328830,Healthy,Cotton,Telangana,Nalgonda,Peddavoora,2023-07-10 0:00:00,2024-04-03 0:00:00,75,80,Maize,Sorghum,Broadcasting,Sprinkler,Canal,4,57,14,Rabi,"POLYGON ((79.25812372419709 16.71990636183437, 79.25920500693503 16.7199129954708, 79.2592680264811 16.719000870461837, 79.25860466283818 16.7190605731897, 79.25809387283319 16.71910037500827, 79.25812372419709 16.71990636183437))",downloads/20240402T050649_20240402T051718_T44QLD_RGB_2023-07-10_2024-04-03.tif
1328831,Healthy,Cotton,Telangana,Nalgonda,Peddavoora,2023-03-12 0:00:00,2024-02-21 0:00:00,80,93,Maize,Sorghum,Drilling,Drip,Groundwater,2,49,11,Rabi,"POLYGON ((79.25547112363564 16.71900958786785, 79.25748111547354 16.71878736104749, 79.25753418456499 16.71833627377034, 79.25693052364996 16.718386026043557, 79.25643963455425 16.71843246149856, 79.2554744404539 16.71856513422713, 79.25547112363564 16.71900958786785))",downloads/20240217T050901_20240217T051716_T44QLD_RGB_2023-03-12_2024-02-21.tif
1328832,Healthy,Cotton,Telangana,Nalgonda,Peddavoora,2023-08-11 0:00:00,2024-02-19 0:00:00,87,101,Sorghum,Maize,Broadcasting,Sprinkler,Canal,3,58,11,Rabi,"POLYGON ((79.25429398986229 16.720847198106245, 79.25488770032264 16.720701258104793, 79.25491091805011 16.719948340370145, 79.25482799759476 16.719212006726558, 79.25418785167939 16.719158937635125, 79.2542243366798 16.719805717186926, 79.25429398986229 16.720847198106245))",downloads/20240217T050901_20240217T051716_T44QLD_RGB_2023-08-11_2024-02-19.tif
1331979,Healthy,Cotton,Telangana,Nalgonda,Peddavoora,2023-10-28 0:00:00,2024-05-02 0:00:00,63,81,Maize,Sorghum,Seed Drilling,Drip,Canal,5,54,12,Rabi,"POLYGON ((79.2514022438098 16.72066768130616, 79.25229446790942 16.720382434939722, 79.25214521108983 16.719881595389356, 79.25118996744408 16.720150257664717, 79.2514022438098 16.72066768130616))",downloads/20240427T050651_20240427T051439_T44QLD_RGB_2023-10-28_2024-05-02.tif
1328833,Healthy,Cotton,Telangana,Nalgonda,Peddavoora,2023-11-27 0:00:00,2024-06-02 0:00:00,89,80,Sorghum,Maize,Drilling,Drip,Groundwater,2,43,11,Rabi,"POLYGON ((79.2502153815985 16.72071503726027, 79.25138621842815 16.720346870438476, 79.25105121978855 16.719368409065236, 79.25002300614206 16.719700090886676, 79.2502153815985 16.72071503726027))",downloads/20240601T050649_20240601T051727_T44QLD_RGB_2023-11-27_2024-06-02.tif
1328834,Healthy,Cotton,Telangana,Nalgonda,Peddavoora,2023-11-21 0:00:00,2024-03-17 0:00:00,75,80,Sorghum,Maize,Broadcasting,Sprinkler,Canal,3,44,13,Rabi,"POLYGON ((79.24836500062379 16.719281732585895, 79.24946950108914 16.71914242622089, 79.24898856244812 16.71703292983658, 79.248600494717 16.717052830745857, 79.24791723016486 16.71719877074729, 79.24836500062379 16.719281732585895))",downloads/20240313T050649_20240313T052012_T44QLD_RGB_2023-11-21_2024-03-17.tif
1328835,Healthy,Cotton,Telangana,Nalgonda,Peddavoora,2023-11-19 0:00:00,2024-03-03 0:00:00,81,101,Maize,Sorghum,Broadcasting,Drip,Groundwater,2,42,12,Rabi,"POLYGON ((79.2373306606899 16.718609972906766, 79.23884976343203 16.718039480173907, 79.23843184433707 16.716666317433166, 79.23713165159704 16.71734294834889, 79.2373306606899 16.718609972906766))",downloads/20240227T050751_20240227T052054_T44QLD_RGB_2023-11-19_2024-03-03.tif
1328836,Diseased,Cotton,Telangana,Nalgonda,Peddavoora,2023-11-12 0:00:00,2024-03-23 0:00:00,71,104,Sorghum,Maize,Seed Drilling,Drip,Groundwater,6,43,10,Rabi,"POLYGON ((79.23235002295668 16.71634311909476, 79.23520248662099 16.715911932726904, 79.23522238753029 16.71530827181189, 79.23441971752246 16.71540114272189, 79.23333180114815 16.715580250905465, 79.23225051841021 16.715679755451898, 79.23235002295668 16.71634311909476))",downloads/20240318T050651_20240318T052150_T44QLD_RGB_2023-11-12_2024-03-23.tif
1328837,Healthy,Cotton,Telangana,Nalgonda,Peddavoora,2023-04-11 0:00:00,2024-02-13 0:00:00,75,105,Maize,Sorghum,Drilling,Sprinkler,Groundwater,5,42,12,Rabi,"POLYGON ((79.22481844683723 16.717432064151733, 79.22789645414014 16.716224742321703, 79.22623804503296 16.710201400444433, 79.2254287413887 16.710917833178744, 79.2246061704715 16.71135565318303, 79.22314677045719 16.711475058638758, 79.22481844683723 16.717432064151733))",downloads/20240212T050939_20240212T051719_T44QLD_RGB_2023-04-11_2024-02-13.tif
1328838,Healthy,Cotton,Telangana,Nalgonda,Peddavoora,2023-07-10 0:00:00,2024-03-26 0:00:00,78,116,Maize,Sorghum,Drilling,Sprinkler,Groundwater,2,45,11,Rabi,"POLYGON ((79.22032035059074 16.718840220793787, 79.22192569060647 16.718409034425914, 79.22190578969717 16.717055772594467, 79.218343526935 16.717672700782327, 79.22032035059074 16.718840220793787))",downloads/20240323T050649_20240323T051727_T44QLD_RGB_2023-07-10_2024-03-26.tif
258863,Healthy,Cotton,Telangana,Nalgonda,Peddavoora,2023-12-14 0:00:00,2024-08-02 0:00:00,67,84,Maize,Sorghum,Broadcasting,Sprinkler,Canal,6,46,13,Rabi,"POLYGON ((79.21653119548668 16.719399748080995, 79.22132731462465 16.718855789893844, 79.22121454280531 16.717747972610248, 79.21858098914316 16.718073020795256, 79.21647812639523 16.718265396251674, 79.21653119548668 16.719399748080995))",downloads/20240731T050649_20240731T051731_T44QLD_RGB_2023-12-14_2024-08-02.tif
1328840,Healthy,Cotton,Telangana,Nalgonda,Peddavoora,2023-11-20 0:00:00,2024-11-03 0:00:00,65,118,Sorghum,Maize,Drilling,Drip,Canal,3,49,12,Rabi,"POLYGON ((79.20169893455476 16.725768992706914, 79.20379516366619 16.72562305270548, 79.20290625638475 16.720661092656805, 79.200557949089 16.720608023565372, 79.20169893455476 16.725768992706914))",downloads/20241029T050839_20241029T052100_T44QKD_RGB_2023-11-20_2024-11-03.tif
1328841,Healthy,Cotton,Telangana,Nalgonda,Gudipalli,2023-11-20 0:00:00,2024-04-03 0:00:00,69,99,Maize,Sorghum,Seed Drilling,Sprinkler,Groundwater,4,47,13,Rabi,"POLYGON ((79.04300657744228 16.737443208634232, 79.04827368476673 16.7360965804392, 79.04711943202811 16.733091543136986, 79.04184569106731 16.73482292224489, 79.04300657744228 16.737443208634232))",downloads/20240402T050649_20240402T051718_T44QKD_RGB_2023-11-20_2024-04-03.tif
1328842,Healthy,Cotton,Telangana,Nalgonda,Gurrampode,2023-11-25 0:00:00,2024-04-02 0:00:00,64,112,Sorghum,Maize,Drilling,Drip,Canal,6,55,10,Rabi,"POLYGON ((79.03854806743162 16.747319803094566, 79.04057132654238 16.74596654126312, 79.04012023926519 16.74534297943881, 79.03806381197235 16.746570202178134, 79.03854806743162 16.747319803094566))",downloads/20240328T050651_20240328T051856_T44QKD_RGB_2023-11-25_2024-04-02.tif
1328843,Healthy,Cotton,Telangana,Nalgonda,Gurrampode,2023-02-10 0:00:00,2024-05-02 0:00:00,88,119,Maize,Sorghum,Broadcasting,Sprinkler,Groundwater,3,47,15,Rabi,"POLYGON ((79.03863320942514 16.7512746295258, 79.04058349853523 16.748926322230034, 79.03891182215519 16.745145149465664, 79.03716054213804 16.74105882942558, 79.03721361122949 16.741748727614166, 79.03686866213513 16.742146745799882, 79.0351837184823 16.743380602175638, 79.03863320942514 16.7512746295258))",downloads/20240427T050651_20240427T051439_T44QKD_RGB_2023-02-10_2024-05-02.tif
1328844,Healthy,Cotton,Telangana,Nalgonda,Gurrampode,2023-07-11 0:00:00,2024-03-18 0:00:00,90,93,Sorghum,Maize,Seed Drilling,Sprinkler,Groundwater,4,41,10,Rabi,"POLYGON ((79.01068503352766 16.7619172470577, 79.01979964998068 16.75954240521621, 79.01946796815926 16.75814934156619, 79.0168543154064 16.75913111975763, 79.014651948112 16.7596750779448, 79.01022067897769 16.760656856136237, 79.01068503352766 16.7619172470577))",downloads/20240313T050649_20240313T052012_T44QKD_RGB_2023-07-11_2024-03-18.tif
1328845,Healthy,Cotton,Telangana,Nalgonda,Gurrampode,2023-09-10 0:00:00,2024-03-03 0:00:00,77,109,Sorghum,Maize,Broadcasting,Sprinkler,Groundwater,2,57,15,Rabi,"POLYGON ((79.0070602945896 16.762600894480858, 79.01211512554825 16.76207020356655, 79.01200898736542 16.76099555446511, 79.011677305544 16.760226052639368, 79.01131908917685 16.75932387808507, 79.00950147279532 16.759682094452216, 79.0065030691296 16.760265854457955, 79.0070602945896 16.762600894480858))",downloads/20240227T050751_20240227T052054_T44QKD_RGB_2023-09-10_2024-03-03.tif
1328846,Healthy,Cotton,Telangana,Nalgonda,Kondamallapally,2023-12-22 0:00:00,2024-03-19 0:00:00,69,62,Maize,Sorghum,Broadcasting,Sprinkler,Groundwater,6,54,14,Rabi,"POLYGON ((79.00638869606998 16.76168634292, 79.00942690155436 16.761301592007147, 79.00875027063866 16.759298233805666, 79.00825938154289 16.757639824698487, 79.0055130560614 16.75798477379279, 79.00638869606998 16.76168634292))",downloads/20240318T050651_20240318T052150_T44QKD_RGB_2023-12-22_2024-03-19.tif
